Phrase,Form,Role,Type,KeyLexemes
вовсю,ADV,степень,Circum,лить
ещё,ADV,,Modal,лить
здесь,ADV,место,Circum,лить
третьи сутки,Sacc,длительность,Circum,лить
через край,через + Sacc,степень,Circum,лить
ливмя,ADV,степень,Circum,лить
целыми днями и ночами,Sins,длительность,Circum,лить
беспрерывно,ADV,узуальность,Circum,лить
на их грязные лица,на + Sacc,конечная точка,Circum,лить
с меня,с + Sgen,начальная точка,Circum,лить
с его лица,с + Sgen,начальная точка,Circum,лить
через резиновую трубку,через + Sacc,способ,Circum,лить
станут,Vfut,фазовый,Control,лить
хучь,PART,уступка,Modal,лить
в лес,в + Sacc,конечная точка,Circum,лить
будешь,Vfut,буд.,Gram,лить
не,PART,отрицание,Modal,лить
только,PART,ограничит.,Modal,литься
вот так же,ADV,тождество,Circum,литься
"мягко, кругло, убедительно",,,Circum,литься
затем,ADV,предшествующая ситуация,Circum,литься
в ней,в + Sloc,место,Circum,литься
с массами,,,Circum,литься
и,PART,усиление,Modal,ловить
целую неделю,Sacc,длительность,Circum,ловить
на каждом участке,на + Sloc ,место,Circum,ловить
"в звоне, стуке и восклицаниях",в + Sloc,место,Circum,ловить
в продолжение нескольких секунд,в + продолжение + Sgen,длительность,Circum,ловить
тогда,ADV,время,Circum,ловить
